OBJECTID,ESTADO_SUPERFICIAL,FECHA_ESTADO,CalCodigo
"68712","2",2025/12/31 00:00:00,"24122076"
"68713","2",2025/12/31 00:00:00,"390227"
"68714","2",2025/12/31 00:00:00,"386575"
"68715","1",2025/12/31 00:00:00,"451742"
"68716","2",2025/12/31 00:00:00,"382391"
"68717","2",2025/12/31 00:00:00,"186813"
"68718","2",2025/12/31 00:00:00,"177399"
"68719","2",2025/12/31 00:00:00,"384704"
"68720","2",2025/12/31 00:00:00,"91018232"
"68721","2",2025/12/31 00:00:00,"183437"
"68722","2",2025/12/31 00:00:00,"146667"
"68723","2",2025/12/31 00:00:00,"902508"
"68724","6",2025/12/31 00:00:00,"303992"
"68725","6",2025/12/31 00:00:00,"175322"
"68726","1",2025/12/31 00:00:00,"290172"
"68727","2",2025/12/31 00:00:00,"24122915"
"68728","2",2025/12/31 00:00:00,"183038"
"68729","2",2025/12/31 00:00:00,"442243"
"68730","2",2025/12/31 00:00:00,"321809"
"68731","2",2025/12/31 00:00:00,"167120"
"68732","2",2025/12/31 00:00:00,"91015750"
"68733","2",2025/12/31 00:00:00,"91016996"
"68734","2",2025/12/31 00:00:00,"182202"
"68735","2",2025/12/31 00:00:00,"182671"
"68736","1",2025/12/31 00:00:00,"418476"
"68737","2",2025/12/31 00:00:00,"91017774"
"68738","2",2025/12/31 00:00:00,"517567"
"68739","3",2025/12/31 00:00:00,"303467"
"68740","6",2025/12/31 00:00:00,"304277"
"68741","2",2025/12/31 00:00:00,"162025"
"68742","2",2025/12/31 00:00:00,"24121782"
"68743","6",2025/12/31 00:00:00,"805190"
"68744","2",2025/12/31 00:00:00,"182551"
"68745","2",2025/12/31 00:00:00,"901130"
"68746","2",2025/12/31 00:00:00,"166760"
"68747","2",2025/12/31 00:00:00,"187432"
"68748","2",2025/12/31 00:00:00,"178669"
"68749","2",2025/12/31 00:00:00,"200965"
"68750","2",2025/12/31 00:00:00,"91028055"
"68751","2",2025/12/31 00:00:00,"386813"
"68752","2",2025/12/31 00:00:00,"91030599"
"68753","2",2025/12/31 00:00:00,"386447"
"68754","2",2025/12/31 00:00:00,"91020825"
"68755","2",2025/12/31 00:00:00,"146051"
"68756","2",2025/12/31 00:00:00,"529808"
"68757","2",2025/12/31 00:00:00,"201680"
"68758","2",2025/12/31 00:00:00,"91027317"
"68759","2",2025/12/31 00:00:00,"148968"
"68760","2",2025/12/31 00:00:00,"183215"
"68761","2",2025/12/31 00:00:00,"158788"
"68762","2",2025/12/31 00:00:00,"171538"
"68763","2",2025/12/31 00:00:00,"324680"
"68764","3",2025/12/31 00:00:00,"24124521"
"68765","2",2025/12/31 00:00:00,"502847"
"68766","2",2025/12/31 00:00:00,"139662"
"68767","2",2025/12/31 00:00:00,"299396"
"68768","4",2025/12/31 00:00:00,"454550"
"68769","2",2025/12/31 00:00:00,"157522"
"68770","2",2025/12/31 00:00:00,"510605"
"68771","2",2025/12/31 00:00:00,"143762"
"68772","2",2025/12/31 00:00:00,"91012200"
"68773","2",2025/12/31 00:00:00,"137857"
"68774","2",2025/12/31 00:00:00,"531723"
"68775","2",2025/12/31 00:00:00,"202433"
"68776","2",2025/12/31 00:00:00,"203479"
"68777","2",2025/12/31 00:00:00,"142205"
"68778","6",2025/12/31 00:00:00,"807243"
"68779","2",2025/12/31 00:00:00,"509110"
"68780","2",2025/12/31 00:00:00,"366774"
"68781","2",2025/12/31 00:00:00,"533654"
"68782","2",2025/12/31 00:00:00,"520405"
"68783","3",2025/12/31 00:00:00,"361887"
"68784","2",2025/12/31 00:00:00,"91016199"
"68785","3",2025/12/31 00:00:00,"297627"
"68786","2",2025/12/31 00:00:00,"143528"
"68787","2",2025/12/31 00:00:00,"472236"
"68788","3",2025/12/31 00:00:00,"91021913"
"68789","2",2025/12/31 00:00:00,"521192"
"68790","2",2025/12/31 00:00:00,"180851"
"68791","2",2025/12/31 00:00:00,"91025628"
"68792","2",2025/12/31 00:00:00,"167017"
"68793","2",2025/12/31 00:00:00,"322490"
"68794","2",2025/12/31 00:00:00,"91020111"
"68795","2",2025/12/31 00:00:00,"179216"
"68796","2",2025/12/31 00:00:00,"170202"
"68797","2",2025/12/31 00:00:00,"524813"
"68798","2",2025/12/31 00:00:00,"91024172"
"68799","2",2025/12/31 00:00:00,"91011808"
"68800","2",2025/12/31 00:00:00,"607300"
"68801","6",2025/12/31 00:00:00,"91022909"
"68802","1",2025/12/31 00:00:00,"91022610"
"68803","2",2025/12/31 00:00:00,"168090"
"68804","2",2025/12/31 00:00:00,"382400"
"68805","2",2025/12/31 00:00:00,"183760"
"68806","2",2025/12/31 00:00:00,"412292"
"68807","2",2025/12/31 00:00:00,"146050"
"68808","2",2025/12/31 00:00:00,"157235"
"68809","4",2025/12/31 00:00:00,"152590"
"68810","2",2025/12/31 00:00:00,"459057"
"68811","2",2025/12/31 00:00:00,"141898"
"68812","2",2025/12/31 00:00:00,"91012091"
"68813","1",2025/12/31 00:00:00,"174157"
"68814","2",2025/12/31 00:00:00,"472670"
"68815","1",2025/12/31 00:00:00,"453315"
"68816","2",2025/12/31 00:00:00,"295412"
"68817","2",2025/12/31 00:00:00,"384574"
"68818","2",2025/12/31 00:00:00,"600397"
"68819","2",2025/12/31 00:00:00,"140079"
"68820","2",2025/12/31 00:00:00,"412757"
"68821","1",2025/12/31 00:00:00,"165223"
"68822","2",2025/12/31 00:00:00,"303788"
"68823","2",2025/12/31 00:00:00,"162248"
"68824","2",2025/12/31 00:00:00,"522629"
"68825","2",2025/12/31 00:00:00,"442133"
"68826","2",2025/12/31 00:00:00,"183529"
"68827","1",2025/12/31 00:00:00,"299630"
"68828","2",2025/12/31 00:00:00,"142869"
"68829","2",2025/12/31 00:00:00,"140139"
"68830","1",2025/12/31 00:00:00,"471578"
"68831","2",2025/12/31 00:00:00,"419851"
"68832","2",2025/12/31 00:00:00,"294449"
"68833","1",2025/12/31 00:00:00,"144071"
"68834","2",2025/12/31 00:00:00,"24122228"
"68835","6",2025/12/31 00:00:00,"152962"
"68836","2",2025/12/31 00:00:00,"91011033"
"68837","2",2025/12/31 00:00:00,"181300"
"68838","2",2025/12/31 00:00:00,"154632"
"68839","2",2025/12/31 00:00:00,"388829"
"68840","2",2025/12/31 00:00:00,"534247"
"68841","2",2025/12/31 00:00:00,"518454"
"68842","2",2025/12/31 00:00:00,"166103"
"68843","1",2025/12/31 00:00:00,"91030172"
"68844","6",2025/12/31 00:00:00,"156251"
"68845","2",2025/12/31 00:00:00,"147892"
"68846","2",2025/12/31 00:00:00,"183375"
"68847","1",2025/12/31 00:00:00,"463273"
"68848","3",2025/12/31 00:00:00,"91032834"
"68849","2",2025/12/31 00:00:00,"91015522"
"68850","2",2025/12/31 00:00:00,"164153"
"68851","6",2025/12/31 00:00:00,"91064852"
"68852","2",2025/12/31 00:00:00,"91033524"
"68853","6",2025/12/31 00:00:00,"173517"
"68854","3",2025/12/31 00:00:00,"214562"
"68855","2",2025/12/31 00:00:00,"503877"
"68856","2",2025/12/31 00:00:00,"152004"
"68857","1",2025/12/31 00:00:00,"169806"
"68858","1",2025/12/31 00:00:00,"167371"
"68859","1",2025/12/31 00:00:00,"166179"
"68860","2",2025/12/31 00:00:00,"178286"
"68861","2",2025/12/31 00:00:00,"91023410"
"68862","2",2025/12/31 00:00:00,"24122081"
"68863","2",2025/12/31 00:00:00,"136798"
"68864","2",2025/12/31 00:00:00,"181030"
"68865","3",2025/12/31 00:00:00,"91028041"
"68866","2",2025/12/31 00:00:00,"178617"
"68867","2",2025/12/31 00:00:00,"500163"
"68868","2",2025/12/31 00:00:00,"521672"
"68869","2",2025/12/31 00:00:00,"91027611"
"68870","1",2025/12/31 00:00:00,"293735"
"68871","2",2025/12/31 00:00:00,"142630"
"68872","6",2025/12/31 00:00:00,"91028455"
"68873","3",2025/12/31 00:00:00,"91027966"
"68874","2",2025/12/31 00:00:00,"201969"
"68875","1",2025/12/31 00:00:00,"153231"
"68876","6",2025/12/31 00:00:00,"91027212"
"68877","2",2025/12/31 00:00:00,"91027742"
"68878","2",2025/12/31 00:00:00,"91027733"
"68879","2",2025/12/31 00:00:00,"91014885"
"68880","6",2025/12/31 00:00:00,"816843"
"68881","2",2025/12/31 00:00:00,"148625"
"68882","1",2025/12/31 00:00:00,"303437"
"68883","2",2025/12/31 00:00:00,"91013724"
"68884","2",2025/12/31 00:00:00,"145988"
"68885","6",2025/12/31 00:00:00,"606537"
"68886","1",2025/12/31 00:00:00,"293685"
"68887","2",2025/12/31 00:00:00,"464827"
"68888","1",2025/12/31 00:00:00,"291584"
"68889","2",2025/12/31 00:00:00,"166761"
"68890","2",2025/12/31 00:00:00,"140025"
"68891","2",2025/12/31 00:00:00,"810420"
"68892","2",2025/12/31 00:00:00,"903297"
"68893","2",2025/12/31 00:00:00,"605655"
"68894","5",2025/12/31 00:00:00,"156926"
"68895","2",2025/12/31 00:00:00,"158013"
"68896","2",2025/12/31 00:00:00,"150240"
"68897","1",2025/12/31 00:00:00,"460497"
"68898","1",2025/12/31 00:00:00,"182944"
"68899","2",2025/12/31 00:00:00,"321856"
"68900","2",2025/12/31 00:00:00,"201617"
"68901","2",2025/12/31 00:00:00,"459036"
"68902","6",2025/12/31 00:00:00,"91012463"
"68903","2",2025/12/31 00:00:00,"91017787"
"68904","2",2025/12/31 00:00:00,"509325"
"68905","2",2025/12/31 00:00:00,"91014691"
"68906","2",2025/12/31 00:00:00,"480310"
"68907","2",2025/12/31 00:00:00,"490119"
"68908","2",2025/12/31 00:00:00,"140020"
"68909","2",2025/12/31 00:00:00,"355054"
"68910","2",2025/12/31 00:00:00,"137937"
"68911","2",2025/12/31 00:00:00,"166441"
"68912","6",2025/12/31 00:00:00,"174234"
"68913","2",2025/12/31 00:00:00,"183759"
"68914","2",2025/12/31 00:00:00,"138196"
"68915","2",2025/12/31 00:00:00,"91032200"
"68916","2",2025/12/31 00:00:00,"388922"
"68917","2",2025/12/31 00:00:00,"607000"
"68918","2",2025/12/31 00:00:00,"151449"
"68919","2",2025/12/31 00:00:00,"181305"
"68920","4",2025/12/31 00:00:00,"533995"
"68921","2",2025/12/31 00:00:00,"157930"
"68922","2",2025/12/31 00:00:00,"171001"
"68923","2",2025/12/31 00:00:00,"464167"
"68924","2",2025/12/31 00:00:00,"380386"
"68925","2",2025/12/31 00:00:00,"524898"
"68926","2",2025/12/31 00:00:00,"167615"
"68927","6",2025/12/31 00:00:00,"303323"
"68928","6",2025/12/31 00:00:00,"152971"
"68929","2",2025/12/31 00:00:00,"381120"
"68930","2",2025/12/31 00:00:00,"202734"
"68931","3",2025/12/31 00:00:00,"369554"
"68932","2",2025/12/31 00:00:00,"91019422"
"68933","2",2025/12/31 00:00:00,"91015524"
"68934","5",2025/12/31 00:00:00,"174672"
"68935","2",2025/12/31 00:00:00,"178538"
"68936","2",2025/12/31 00:00:00,"142257"
"68937","2",2025/12/31 00:00:00,"381553"
"68938","2",2025/12/31 00:00:00,"188530"
"68939","2",2025/12/31 00:00:00,"91014031"
"68940","1",2025/12/31 00:00:00,"294978"
"68941","6",2025/12/31 00:00:00,"91027649"
"68942","2",2025/12/31 00:00:00,"91019421"
"68943","2",2025/12/31 00:00:00,"91012744"
"68944","2",2025/12/31 00:00:00,"532053"
"68945","2",2025/12/31 00:00:00,"525028"
"68946","6",2025/12/31 00:00:00,"91028320"
"68947","6",2025/12/31 00:00:00,"153929"
"68948","2",2025/12/31 00:00:00,"141825"
"68949","2",2025/12/31 00:00:00,"299324"
"68950","2",2025/12/31 00:00:00,"91027208"
"68951","2",2025/12/31 00:00:00,"511557"
"68952","2",2025/12/31 00:00:00,"386747"
"68953","2",2025/12/31 00:00:00,"179140"
"68954","2",2025/12/31 00:00:00,"804031"
"68955","2",2025/12/31 00:00:00,"144630"
"68956","2",2025/12/31 00:00:00,"178287"
"68957","3",2025/12/31 00:00:00,"353659"
"68958","2",2025/12/31 00:00:00,"507650"
"68959","2",2025/12/31 00:00:00,"182372"
"68960","2",2025/12/31 00:00:00,"91027748"
"68961","3",2025/12/31 00:00:00,"356928"
"68962","2",2025/12/31 00:00:00,"440170"
"68963","6",2025/12/31 00:00:00,"173097"
"68964","2",2025/12/31 00:00:00,"163247"
"68965","6",2025/12/31 00:00:00,"174638"
"68966","6",2025/12/31 00:00:00,"174639"
"68967","6",2025/12/31 00:00:00,"174873"
"68968","2",2025/12/31 00:00:00,"302033"
"68969","2",2025/12/31 00:00:00,"91026469"
"68970","2",2025/12/31 00:00:00,"144281"
"68971","2",2025/12/31 00:00:00,"177794"
"68972","6",2025/12/31 00:00:00,"176870"
"68973","2",2025/12/31 00:00:00,"510200"
"68974","6",2025/12/31 00:00:00,"483174"
"68975","2",2025/12/31 00:00:00,"171270"
"68976","2",2025/12/31 00:00:00,"518029"
"68977","2",2025/12/31 00:00:00,"140074"
"68978","2",2025/12/31 00:00:00,"91015832"
"68979","1",2025/12/31 00:00:00,"366786"
"68980","2",2025/12/31 00:00:00,"801283"
"68981","2",2025/12/31 00:00:00,"320053"
"68982","2",2025/12/31 00:00:00,"522294"
"68983","2",2025/12/31 00:00:00,"179797"
"68984","2",2025/12/31 00:00:00,"900671"
"68985","3",2025/12/31 00:00:00,"457359"
"68986","2",2025/12/31 00:00:00,"368926"
"68987","2",2025/12/31 00:00:00,"201815"
"68988","2",2025/12/31 00:00:00,"177810"
"68989","2",2025/12/31 00:00:00,"601716"
"68990","2",2025/12/31 00:00:00,"91015732"
"68991","1",2025/12/31 00:00:00,"165290"
"68992","2",2025/12/31 00:00:00,"158603"
"68993","1",2025/12/31 00:00:00,"170333"
"68994","1",2025/12/31 00:00:00,"452125"
"68995","2",2025/12/31 00:00:00,"143183"
"68996","3",2025/12/31 00:00:00,"477659"
"68997","6",2025/12/31 00:00:00,"302201"
"68998","2",2025/12/31 00:00:00,"157290"
"68999","1",2025/12/31 00:00:00,"169856"
"69000","6",2025/12/31 00:00:00,"91027927"
"69001","2",2025/12/31 00:00:00,"91019832"
"69002","2",2025/12/31 00:00:00,"165728"
"69003","2",2025/12/31 00:00:00,"166544"
"69004","6",2025/12/31 00:00:00,"306446"
"69005","4",2025/12/31 00:00:00,"461463"
"69006","2",2025/12/31 00:00:00,"366771"
"69007","1",2025/12/31 00:00:00,"172400"
"69008","2",2025/12/31 00:00:00,"182163"
"69009","1",2025/12/31 00:00:00,"441143"
"69010","2",2025/12/31 00:00:00,"181087"
"69011","1",2025/12/31 00:00:00,"901263"
"69012","1",2025/12/31 00:00:00,"91024649"
"69013","1",2025/12/31 00:00:00,"204807"
"69014","1",2025/12/31 00:00:00,"24123708"
"69015","2",2025/12/31 00:00:00,"168089"
"69016","2",2025/12/31 00:00:00,"148017"
"69017","2",2025/12/31 00:00:00,"149601"
"69018","2",2025/12/31 00:00:00,"91062613"
"69019","2",2025/12/31 00:00:00,"181864"
"69020","2",2025/12/31 00:00:00,"158417"
"69021","1",2025/12/31 00:00:00,"202510"
"69022","2",2025/12/31 00:00:00,"91011709"
"69023","2",2025/12/31 00:00:00,"510317"
"69024","1",2025/12/31 00:00:00,"210405"
"69025","1",2025/12/31 00:00:00,"424084"
"69026","2",2025/12/31 00:00:00,"184093"
"69027","2",2025/12/31 00:00:00,"511589"
"69028","2",2025/12/31 00:00:00,"24122073"
"69029","2",2025/12/31 00:00:00,"169001"
"69030","1",2025/12/31 00:00:00,"512470"
"69031","1",2025/12/31 00:00:00,"91016231"
"69032","2",2025/12/31 00:00:00,"209383"
"69033","2",2025/12/31 00:00:00,"200086"
"69034","2",2025/12/31 00:00:00,"179753"
"69035","2",2025/12/31 00:00:00,"140791"
"69036","2",2025/12/31 00:00:00,"91012534"
"69037","2",2025/12/31 00:00:00,"148808"
"69038","6",2025/12/31 00:00:00,"91017263"
"69039","6",2025/12/31 00:00:00,"91028356"
"69040","6",2025/12/31 00:00:00,"91027810"
"69041","2",2025/12/31 00:00:00,"165564"
"69042","6",2025/12/31 00:00:00,"295065"
"69043","1",2025/12/31 00:00:00,"457036"
"69044","6",2025/12/31 00:00:00,"91016123"
"69045","1",2025/12/31 00:00:00,"457601"
"69046","2",2025/12/31 00:00:00,"150038"
"69047","2",2025/12/31 00:00:00,"355328"
"69048","1",2025/12/31 00:00:00,"205353"
"69049","2",2025/12/31 00:00:00,"138120"
"69050","6",2025/12/31 00:00:00,"91021103"
"69051","1",2025/12/31 00:00:00,"91016286"
"69052","2",2025/12/31 00:00:00,"350240"
"69053","2",2025/12/31 00:00:00,"137305"
"69054","2",2025/12/31 00:00:00,"472013"
"69055","2",2025/12/31 00:00:00,"91024234"
"69056","1",2025/12/31 00:00:00,"360289"
"69057","1",2025/12/31 00:00:00,"151936"
"69058","2",2025/12/31 00:00:00,"189397"
"69059","1",2025/12/31 00:00:00,"171551"
"69060","6",2025/12/31 00:00:00,"91028597"
"69061","2",2025/12/31 00:00:00,"166851"
"69062","3",2025/12/31 00:00:00,"144137"
"69063","6",2025/12/31 00:00:00,"306481"
"69064","1",2025/12/31 00:00:00,"441597"
"69065","2",2025/12/31 00:00:00,"478755"
"69066","6",2025/12/31 00:00:00,"441690"
"69067","3",2025/12/31 00:00:00,"91022307"
"69068","6",2025/12/31 00:00:00,"380236"
"69069","3",2025/12/31 00:00:00,"175284"
"69070","6",2025/12/31 00:00:00,"814852"
"69071","6",2025/12/31 00:00:00,"358692"
"69072","6",2025/12/31 00:00:00,"305102"
"69073","6",2025/12/31 00:00:00,"91064606"
"69074","1",2025/12/31 00:00:00,"443320"
"69075","2",2025/12/31 00:00:00,"91014251"
"69076","2",2025/12/31 00:00:00,"91028583"
"69077","2",2025/12/31 00:00:00,"166489"
"69078","1",2025/12/31 00:00:00,"293943"
"69079","2",2025/12/31 00:00:00,"91030938"
"69080","2",2025/12/31 00:00:00,"137257"
"69081","2",2025/12/31 00:00:00,"448156"
"69082","2",2025/12/31 00:00:00,"413519"
"69083","2",2025/12/31 00:00:00,"414086"
"69084","2",2025/12/31 00:00:00,"91023749"
"69085","2",2025/12/31 00:00:00,"91013311"
"69086","1",2025/12/31 00:00:00,"176161"
"69087","2",2025/12/31 00:00:00,"91063795"
"69088","2",2025/12/31 00:00:00,"524855"
"69089","2",2025/12/31 00:00:00,"382531"
"69090","6",2025/12/31 00:00:00,"300365"
"69091","2",2025/12/31 00:00:00,"524785"
"69092","6",2025/12/31 00:00:00,"91027612"
"69093","2",2025/12/31 00:00:00,"292535"
"69094","1",2025/12/31 00:00:00,"181034"
"69095","1",2025/12/31 00:00:00,"458892"
"69096","2",2025/12/31 00:00:00,"183660"
"69097","1",2025/12/31 00:00:00,"355024"
"69098","2",2025/12/31 00:00:00,"412201"
"69099","6",2025/12/31 00:00:00,"91066487"
"69100","2",2025/12/31 00:00:00,"183833"
"69101","2",2025/12/31 00:00:00,"321616"
"69102","2",2025/12/31 00:00:00,"91015745"
"69103","2",2025/12/31 00:00:00,"91030672"
"69104","2",2025/12/31 00:00:00,"420616"
"69105","2",2025/12/31 00:00:00,"24121600"
"69106","2",2025/12/31 00:00:00,"516582"
"69107","2",2025/12/31 00:00:00,"174800"
"69108","2",2025/12/31 00:00:00,"91064532"
"69109","2",2025/12/31 00:00:00,"183083"
"69110","2",2025/12/31 00:00:00,"442465"
"69111","1",2025/12/31 00:00:00,"386287"
"69112","1",2025/12/31 00:00:00,"24124429"
"69113","2",2025/12/31 00:00:00,"167558"
"69114","6",2025/12/31 00:00:00,"91027574"
"69115","6",2025/12/31 00:00:00,"91028127"
"69116","2",2025/12/31 00:00:00,"512832"
"69117","2",2025/12/31 00:00:00,"362169"
"69118","2",2025/12/31 00:00:00,"386710"
"69119","2",2025/12/31 00:00:00,"410351"
"69120","2",2025/12/31 00:00:00,"459474"
"69121","2",2025/12/31 00:00:00,"148553"
"69122","6",2025/12/31 00:00:00,"815690"
"69123","2",2025/12/31 00:00:00,"412571"
"69124","2",2025/12/31 00:00:00,"472437"
"69125","2",2025/12/31 00:00:00,"171907"
"69126","2",2025/12/31 00:00:00,"91020922"
"69127","6",2025/12/31 00:00:00,"91028508"
"69128","5",2025/12/31 00:00:00,"91023462"
"69129","1",2025/12/31 00:00:00,"297266"
"69130","3",2025/12/31 00:00:00,"901715"
"69131","2",2025/12/31 00:00:00,"441636"
"69132","6",2025/12/31 00:00:00,"91023836"
"69133","2",2025/12/31 00:00:00,"145960"
"69134","3",2025/12/31 00:00:00,"457206"
"69135","2",2025/12/31 00:00:00,"91027724"
"69136","2",2025/12/31 00:00:00,"179858"
"69137","3",2025/12/31 00:00:00,"91028095"
"69138","2",2025/12/31 00:00:00,"160176"
"69139","2",2025/12/31 00:00:00,"147079"
"69140","3",2025/12/31 00:00:00,"306101"
"69141","2",2025/12/31 00:00:00,"167891"
"69142","6",2025/12/31 00:00:00,"91022897"
"69143","6",2025/12/31 00:00:00,"291153"
"69144","2",2025/12/31 00:00:00,"200308"
"69145","4",2025/12/31 00:00:00,"290856"
"69146","3",2025/12/31 00:00:00,"355725"
"69147","2",2025/12/31 00:00:00,"91027764"
"69148","2",2025/12/31 00:00:00,"179272"
"69149","2",2025/12/31 00:00:00,"367876"
"69150","2",2025/12/31 00:00:00,"517499"
"69151","2",2025/12/31 00:00:00,"181444"
"69152","6",2025/12/31 00:00:00,"91016124"
"69153","6",2025/12/31 00:00:00,"91027887"
"69154","2",2025/12/31 00:00:00,"91025590"
"69155","6",2025/12/31 00:00:00,"91021734"
"69156","6",2025/12/31 00:00:00,"145393"
"69157","6",2025/12/31 00:00:00,"811139"
"69158","6",2025/12/31 00:00:00,"91028234"
"69159","2",2025/12/31 00:00:00,"91027815"
"69160","2",2025/12/31 00:00:00,"150263"
"69161","2",2025/12/31 00:00:00,"153925"
"69162","2",2025/12/31 00:00:00,"91028249"
"69163","1",2025/12/31 00:00:00,"527715"
"69164","2",2025/12/31 00:00:00,"182344"
"69165","6",2025/12/31 00:00:00,"453180"
"69166","2",2025/12/31 00:00:00,"162061"
"69167","2",2025/12/31 00:00:00,"507353"
"69168","1",2025/12/31 00:00:00,"154773"
"69169","2",2025/12/31 00:00:00,"201745"
"69170","2",2025/12/31 00:00:00,"383741"
"69171","2",2025/12/31 00:00:00,"178647"
"69172","2",2025/12/31 00:00:00,"158028"
"69173","1",2025/12/31 00:00:00,"452220"
"69174","1",2025/12/31 00:00:00,"189093"
"69175","1",2025/12/31 00:00:00,"165197"
"69176","2",2025/12/31 00:00:00,"503754"
"69177","2",2025/12/31 00:00:00,"350391"
"69178","1",2025/12/31 00:00:00,"189373"
"69179","2",2025/12/31 00:00:00,"294428"
"69180","2",2025/12/31 00:00:00,"169458"
"69181","1",2025/12/31 00:00:00,"164983"
"69182","2",2025/12/31 00:00:00,"448009"
"69183","1",2025/12/31 00:00:00,"91013342"
"69184","1",2025/12/31 00:00:00,"180007"
"69185","1",2025/12/31 00:00:00,"606266"
"69186","2",2025/12/31 00:00:00,"153526"
"69187","1",2025/12/31 00:00:00,"206877"
"69188","2",2025/12/31 00:00:00,"515898"
"69189","1",2025/12/31 00:00:00,"162633"
"69190","5",2025/12/31 00:00:00,"91010531"
"69191","2",2025/12/31 00:00:00,"167289"
"69192","1",2025/12/31 00:00:00,"2503122"
"69193","1",2025/12/31 00:00:00,"91025206"
"69194","1",2025/12/31 00:00:00,"24123084"
"69195","1",2025/12/31 00:00:00,"414861"
"69196","2",2025/12/31 00:00:00,"303719"
"69197","3",2025/12/31 00:00:00,"141773"
"69198","1",2025/12/31 00:00:00,"291849"
"69199","1",2025/12/31 00:00:00,"155862"
"69200","2",2025/12/31 00:00:00,"155832"
"69201","1",2025/12/31 00:00:00,"91013392"
"69202","2",2025/12/31 00:00:00,"355862"
"69203","2",2025/12/31 00:00:00,"443230"
"69204","2",2025/12/31 00:00:00,"137524"
"69205","2",2025/12/31 00:00:00,"158447"
"69206","1",2025/12/31 00:00:00,"150538"
"69207","1",2025/12/31 00:00:00,"416442"
"69208","1",2025/12/31 00:00:00,"140421"
"69209","1",2025/12/31 00:00:00,"24119854"
"69210","1",2025/12/31 00:00:00,"212472"
"69211","1",2025/12/31 00:00:00,"140548"
"69212","1",2025/12/31 00:00:00,"154680"
"69213","1",2025/12/31 00:00:00,"145446"
"69214","2",2025/12/31 00:00:00,"452689"
"69215","2",2025/12/31 00:00:00,"151451"
"69216","1",2025/12/31 00:00:00,"419380"
"69217","6",2025/12/31 00:00:00,"91064691"
"69218","3",2025/12/31 00:00:00,"91029621"
"69219","3",2025/12/31 00:00:00,"91029668"
"69220","1",2025/12/31 00:00:00,"164969"
"69221","1",2025/12/31 00:00:00,"449717"
"69222","2",2025/12/31 00:00:00,"142920"
"69223","1",2025/12/31 00:00:00,"472893"
"69224","1",2025/12/31 00:00:00,"418249"
"69225","1",2025/12/31 00:00:00,"206193"
"69226","1",2025/12/31 00:00:00,"170398"
"69227","1",2025/12/31 00:00:00,"357261"
"69228","1",2025/12/31 00:00:00,"91022137"
"69229","5",2025/12/31 00:00:00,"452766"
"69230","1",2025/12/31 00:00:00,"460383"
"69231","1",2025/12/31 00:00:00,"91011567"
"69232","1",2025/12/31 00:00:00,"462449"
"69233","2",2025/12/31 00:00:00,"511950"
"69234","1",2025/12/31 00:00:00,"169426"
"69235","1",2025/12/31 00:00:00,"421764"
"69236","2",2025/12/31 00:00:00,"143778"
"69237","1",2025/12/31 00:00:00,"416255"
"69238","1",2025/12/31 00:00:00,"166204"
"69239","1",2025/12/31 00:00:00,"149168"
"69240","1",2025/12/31 00:00:00,"165697"
"69241","1",2025/12/31 00:00:00,"606137"
"69242","6",2025/12/31 00:00:00,"91064653"
"69243","5",2025/12/31 00:00:00,"816989"
"69244","2",2025/12/31 00:00:00,"181385"
"69245","1",2025/12/31 00:00:00,"162801"
"69246","1",2025/12/31 00:00:00,"362373"
"69247","1",2025/12/31 00:00:00,"145192"
"69248","2",2025/12/31 00:00:00,"179782"
"69249","1",2025/12/31 00:00:00,"417780"
"69250","1",2025/12/31 00:00:00,"445270"
"69251","1",2025/12/31 00:00:00,"366613"
"69252","1",2025/12/31 00:00:00,"164622"
"69253","2",2025/12/31 00:00:00,"172363"
"69254","1",2025/12/31 00:00:00,"421934"
"69255","1",2025/12/31 00:00:00,"366244"
"69256","2",2025/12/31 00:00:00,"320657"
"69257","1",2025/12/31 00:00:00,"91020478"
"69258","2",2025/12/31 00:00:00,"142864"
"69259","2",2025/12/31 00:00:00,"91012310"
"69260","3",2025/12/31 00:00:00,"365843"
"69261","6",2025/12/31 00:00:00,"300874"
"69262","6",2025/12/31 00:00:00,"810083"
"69263","2",2025/12/31 00:00:00,"457200"
"69264","1",2025/12/31 00:00:00,"507807"
"69265","6",2025/12/31 00:00:00,"356868"
"69266","6",2025/12/31 00:00:00,"91027876"
"69267","6",2025/12/31 00:00:00,"91027802"
"69268","2",2025/12/31 00:00:00,"148690"
"69269","2",2025/12/31 00:00:00,"322847"
"69270","1",2025/12/31 00:00:00,"412818"
"69271","2",2025/12/31 00:00:00,"150737"
"69272","1",2025/12/31 00:00:00,"504520"
"69273","6",2025/12/31 00:00:00,"423333"
"69274","2",2025/12/31 00:00:00,"188405"
"69275","2",2025/12/31 00:00:00,"176929"
"69276","2",2025/12/31 00:00:00,"188607"
"69277","2",2025/12/31 00:00:00,"901056"
"69278","6",2025/12/31 00:00:00,"298745"
"69279","1",2025/12/31 00:00:00,"459873"
"69280","1",2025/12/31 00:00:00,"417053"
"69281","2",2025/12/31 00:00:00,"24120712"
"69282","6",2025/12/31 00:00:00,"91023468"
"69283","6",2025/12/31 00:00:00,"532301"
"69284","6",2025/12/31 00:00:00,"486049"
"69285","6",2025/12/31 00:00:00,"457248"
"69286","3",2025/12/31 00:00:00,"296419"
"69287","2",2025/12/31 00:00:00,"352939"
