codigo_localidad,nombre_localidad,area,ano,poblacion_total,poblacion_hombres,poblacion_mujeres,poblacion_0_5,poblacion_6_11,poblacion_12_17,poblacion_5_17,poblacion_18_59,poblacion_60_mas
01,Usaquén,Cabecera Municipal,2028,627832,287745,340087,36957,37208,36837,80337,375515,141315
01,Usaquén,Centros Poblados y Rural Disperso,2028,696,296,400,48,99,127,234,287,135
01,Usaquén,Total,2028,628528,288041,340487,37005,37307,36964,80571,375802,141450
02,Chapinero,Cabecera Municipal,2028,190451,91466,98985,14312,11486,8668,22520,119917,36068
02,Chapinero,Centros Poblados y Rural Disperso,2028,1228,634,594,122,89,90,200,741,186
02,Chapinero,Total,2028,191679,92100,99579,14434,11575,8758,22720,120658,36254
03,Santa Fe,Cabecera Municipal,2028,107936,51553,56383,13652,10684,6607,20125,63369,13624
03,Santa Fe,Centros Poblados y Rural Disperso,2028,1221,626,595,163,151,143,320,624,140
03,Santa Fe,Total,2028,109157,52179,56978,13815,10835,6750,20445,63993,13764
04,San Cristóbal,Cabecera Municipal,2028,417792,200552,217240,40380,33768,30679,71097,244105,68860
04,San Cristóbal,Centros Poblados y Rural Disperso,2028,78,29,49,9,5,2,7,41,21
04,San Cristóbal,Total,2028,417870,200581,217289,40389,33773,30681,71104,244146,68881
05,Usme,Cabecera Municipal,2028,433735,215977,217758,49195,38807,34948,81552,250796,59989
05,Usme,Centros Poblados y Rural Disperso,2028,11225,5840,5385,1196,1108,1108,2389,6240,1573
05,Usme,Total,2028,444960,221817,223143,50391,39915,36056,83941,257036,61562
06,Tunjuelito,Cabecera Municipal,2028,189971,95081,94890,21691,15344,12431,31108,109637,30868
06,Tunjuelito,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2028,189971,95081,94890,21691,15344,12431,31108,109637,30868
07,Bosa,Cabecera Municipal,2028,749684,361199,388485,51210,58552,61051,128717,473026,105845
07,Bosa,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2028,749684,361199,388485,51210,58552,61051,128717,473026,105845
08,Kennedy,Cabecera Municipal,2028,1054959,514913,540046,36943,65154,78795,151396,684224,189843
08,Kennedy,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2028,1054959,514913,540046,36943,65154,78795,151396,684224,189843
09,Fontibón,Cabecera Municipal,2028,421868,195166,226702,26507,24390,25946,54608,263459,81566
09,Fontibón,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2028,421868,195166,226702,26507,24390,25946,54608,263459,81566
10,Engativá,Cabecera Municipal,2028,833018,396254,436764,30530,44630,53510,103868,529852,174496
10,Engativá,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2028,833018,396254,436764,30530,44630,53510,103868,529852,174496
11,Suba,Cabecera Municipal,2028,1382754,653696,729058,74433,77738,94363,181592,862533,273687
11,Suba,Centros Poblados y Rural Disperso,2028,4713,2436,2277,430,424,424,909,2762,673
11,Suba,Total,2028,1387467,656132,731335,74863,78162,94787,182501,865295,274360
12,Barrios Unidos,Cabecera Municipal,2028,166339,84542,81797,13884,9663,8167,19939,101712,32913
12,Barrios Unidos,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2028,166339,84542,81797,13884,9663,8167,19939,101712,32913
13,Teusaquillo,Cabecera Municipal,2028,161738,63281,98457,10947,9408,6619,18700,100022,34742
13,Teusaquillo,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2028,161738,63281,98457,10947,9408,6619,18700,100022,34742
14,Los Mártires,Cabecera Municipal,2028,82622,31720,50902,6857,7693,4902,14261,51895,11275
14,Los Mártires,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2028,82622,31720,50902,6857,7693,4902,14261,51895,11275
15,Antonio Nariño,Cabecera Municipal,2028,89322,40407,48915,13369,6548,5050,13362,49398,14957
15,Antonio Nariño,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2028,89322,40407,48915,13369,6548,5050,13362,49398,14957
16,Puente Aranda,Cabecera Municipal,2028,262037,131014,131023,16420,14801,15291,32821,159408,56117
16,Puente Aranda,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2028,262037,131014,131023,16420,14801,15291,32821,159408,56117
17,La Candelaria,Cabecera Municipal,2028,19739,9706,10033,707,781,1177,2064,13276,3798
17,La Candelaria,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2028,19739,9706,10033,707,781,1177,2064,13276,3798
18,Rafael Uribe Uribe,Cabecera Municipal,2028,399976,195102,204874,33605,31493,28846,66094,237706,68326
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2028,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2028,399976,195102,204874,33605,31493,28846,66094,237706,68326
19,Ciudad Bolivar,Cabecera Municipal,2028,675380,339569,335811,59410,61956,56329,128879,404465,93220
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2028,11858,5925,5933,1355,1431,1177,2874,6351,1544
19,Ciudad Bolivar,Total,2028,687238,345494,341744,60765,63387,57506,131753,410816,94764
20,Sumapaz,Cabecera Municipal,2028,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2028,4270,2129,2141,380,411,417,893,2344,718
20,Sumapaz,Total,2028,4270,2129,2141,380,411,417,893,2344,718
01,Usaquén,Cabecera Municipal,2029,636639,291751,344888,36875,37562,37328,81217,378930,145944
01,Usaquén,Centros Poblados y Rural Disperso,2029,710,302,408,48,98,130,236,292,142
01,Usaquén,Total,2029,637349,292053,345296,36923,37660,37458,81453,379222,146086
02,Chapinero,Cabecera Municipal,2029,192539,92468,100071,14570,12152,8895,23504,120118,36804
02,Chapinero,Centros Poblados y Rural Disperso,2029,1237,639,598,121,88,90,198,746,192
02,Chapinero,Total,2029,193776,93107,100669,14691,12240,8985,23702,120864,36996
03,Santa Fe,Cabecera Municipal,2029,108451,51498,56953,14262,12088,6586,21754,62241,13274
03,Santa Fe,Centros Poblados y Rural Disperso,2029,1236,633,603,162,152,146,323,626,150
03,Santa Fe,Total,2029,109687,52131,57556,14424,12240,6732,22077,62867,13424
04,San Cristóbal,Cabecera Municipal,2029,419809,201465,218344,39801,35081,30388,72195,243777,70762
04,San Cristóbal,Centros Poblados y Rural Disperso,2029,79,30,49,9,5,2,7,42,21
04,San Cristóbal,Total,2029,419888,201495,218393,39810,35086,30390,72202,243819,70783
05,Usme,Cabecera Municipal,2029,441137,219828,221309,49723,40866,34871,83817,253384,62293
05,Usme,Centros Poblados y Rural Disperso,2029,11380,5919,5461,1191,1112,1128,2414,6319,1630
05,Usme,Total,2029,452517,225747,226770,50914,41978,35999,86231,259703,63923
06,Tunjuelito,Cabecera Municipal,2029,190690,95492,95198,21959,16393,12346,32203,108829,31163
06,Tunjuelito,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2029,190690,95492,95198,21959,16393,12346,32203,108829,31163
07,Bosa,Cabecera Municipal,2029,753228,363082,390146,49706,57279,60850,126965,474521,110872
07,Bosa,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2029,753228,363082,390146,49706,57279,60850,126965,474521,110872
08,Kennedy,Cabecera Municipal,2029,1059414,517624,541790,34947,59745,78760,145316,687941,198021
08,Kennedy,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2029,1059414,517624,541790,34947,59745,78760,145316,687941,198021
09,Fontibón,Cabecera Municipal,2029,425264,196561,228703,26700,24363,25872,54587,263779,84550
09,Fontibón,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2029,425264,196561,228703,26700,24363,25872,54587,263779,84550
10,Engativá,Cabecera Municipal,2029,837277,398518,438759,29620,41906,53232,100582,531848,180671
10,Engativá,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2029,837277,398518,438759,29620,41906,53232,100582,531848,180671
11,Suba,Cabecera Municipal,2029,1399094,661752,737342,74567,71590,95003,175652,871340,286594
11,Suba,Centros Poblados y Rural Disperso,2029,4793,2481,2312,430,425,431,916,2798,709
11,Suba,Total,2029,1403887,664233,739654,74997,72015,95434,176568,874138,287303
12,Barrios Unidos,Cabecera Municipal,2029,168362,85823,82539,14253,10468,8175,20865,102093,33373
12,Barrios Unidos,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2029,168362,85823,82539,14253,10468,8175,20865,102093,33373
13,Teusaquillo,Cabecera Municipal,2029,161267,62556,98711,11500,10717,6482,20160,98120,34448
13,Teusaquillo,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2029,161267,62556,98711,11500,10717,6482,20160,98120,34448
14,Los Mártires,Cabecera Municipal,2029,82831,31488,51343,6909,8843,4814,15330,51126,11139
14,Los Mártires,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2029,82831,31488,51343,6909,8843,4814,15330,51126,11139
15,Antonio Nariño,Cabecera Municipal,2029,90403,40735,49668,14153,7491,4859,14294,48993,14907
15,Antonio Nariño,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2029,90403,40735,49668,14153,7491,4859,14294,48993,14907
16,Puente Aranda,Cabecera Municipal,2029,262746,131538,131208,16338,15067,15114,32945,158817,57410
16,Puente Aranda,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2029,262746,131538,131208,16338,15067,15114,32945,158817,57410
17,La Candelaria,Cabecera Municipal,2029,20005,9775,10230,695,773,1193,2070,13444,3900
17,La Candelaria,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2029,20005,9775,10230,695,773,1193,2070,13444,3900
18,Rafael Uribe Uribe,Cabecera Municipal,2029,401915,195736,206179,32958,32345,28621,66693,237878,70113
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2029,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2029,401915,195736,206179,32958,32345,28621,66693,237878,70113
19,Ciudad Bolivar,Cabecera Municipal,2029,682059,343347,338712,57485,63010,56564,129959,408042,96958
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2029,12009,6005,6004,1349,1431,1195,2890,6425,1609
19,Ciudad Bolivar,Total,2029,694068,349352,344716,58834,64441,57759,132849,414467,98567
20,Sumapaz,Cabecera Municipal,2029,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2029,4341,2161,2180,378,408,420,892,2390,745
20,Sumapaz,Total,2029,4341,2161,2180,378,408,420,892,2390,745
01,Usaquén,Cabecera Municipal,2030,645316,295718,349598,36702,37774,37990,82106,382485,150365
01,Usaquén,Centros Poblados y Rural Disperso,2030,716,305,411,48,98,131,237,293,146
01,Usaquén,Total,2030,646032,296023,350009,36750,37872,38121,82343,382778,150511
02,Chapinero,Cabecera Municipal,2030,194442,93388,101054,14787,12832,9230,24596,120162,37431
02,Chapinero,Centros Poblados y Rural Disperso,2030,1245,647,598,119,88,90,198,752,196
02,Chapinero,Total,2030,195687,94035,101652,14906,12920,9320,24794,120914,37627
03,Santa Fe,Cabecera Municipal,2030,109212,51563,57649,14871,13655,6621,23589,61193,12872
03,Santa Fe,Centros Poblados y Rural Disperso,2030,1245,640,605,161,150,148,324,634,152
03,Santa Fe,Total,2030,110457,52203,58254,15032,13805,6769,23913,61827,13024
04,San Cristóbal,Cabecera Municipal,2030,423051,202994,220057,39210,36953,30008,73717,244179,72701
04,San Cristóbal,Centros Poblados y Rural Disperso,2030,81,30,51,9,5,2,7,42,23
04,San Cristóbal,Total,2030,423132,203024,220108,39219,36958,30010,73724,244221,72724
05,Usme,Cabecera Municipal,2030,450778,224771,226007,50339,43563,34871,86768,257262,64743
05,Usme,Centros Poblados y Rural Disperso,2030,11510,5979,5531,1187,1104,1140,2418,6393,1686
05,Usme,Total,2030,462288,230750,231538,51526,44667,36011,89186,263655,66429
06,Tunjuelito,Cabecera Municipal,2030,191258,95808,95450,22120,17616,12210,33388,107916,31396
06,Tunjuelito,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2030,191258,95808,95450,22120,17616,12210,33388,107916,31396
07,Bosa,Cabecera Municipal,2030,756477,364868,391609,48282,56206,60113,124884,476052,115824
07,Bosa,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2030,756477,364868,391609,48282,56206,60113,124884,476052,115824
08,Kennedy,Cabecera Municipal,2030,1063922,520314,543608,33215,53829,78549,138687,691972,206357
08,Kennedy,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2030,1063922,520314,543608,33215,53829,78549,138687,691972,206357
09,Fontibón,Cabecera Municipal,2030,428509,197928,230581,26796,24464,25873,54751,263972,87404
09,Fontibón,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2030,428509,197928,230581,26796,24464,25873,54751,263972,87404
10,Engativá,Cabecera Municipal,2030,839617,399869,439748,28702,38529,53224,96956,532893,186269
10,Engativá,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2030,839617,399869,439748,28702,38529,53224,96956,532893,186269
11,Suba,Cabecera Municipal,2030,1414939,669563,745376,74574,64455,96258,169459,880352,299300
11,Suba,Centros Poblados y Rural Disperso,2030,4848,2511,2337,426,426,434,920,2834,728
11,Suba,Total,2030,1419787,672074,747713,75000,64881,96692,170379,883186,300028
12,Barrios Unidos,Cabecera Municipal,2030,170145,86941,83204,14559,11383,8087,21787,102323,33793
12,Barrios Unidos,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2030,170145,86941,83204,14559,11383,8087,21787,102323,33793
13,Teusaquillo,Cabecera Municipal,2030,160736,61894,98842,12046,12290,6330,21850,96047,34023
13,Teusaquillo,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2030,160736,61894,98842,12046,12290,6330,21850,96047,34023
14,Los Mártires,Cabecera Municipal,2030,83021,31304,51717,6961,10177,4724,16581,50232,10927
14,Los Mártires,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2030,83021,31304,51717,6961,10177,4724,16581,50232,10927
15,Antonio Nariño,Cabecera Municipal,2030,91193,40943,50250,14851,8541,4715,15361,48366,14720
15,Antonio Nariño,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2030,91193,40943,50250,14851,8541,4715,15361,48366,14720
16,Puente Aranda,Cabecera Municipal,2030,263270,131947,131323,16197,15464,14841,33082,158208,58560
16,Puente Aranda,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2030,263270,131947,131323,16197,15464,14841,33082,158208,58560
17,La Candelaria,Cabecera Municipal,2030,20271,9844,10427,683,765,1209,2076,13612,4002
17,La Candelaria,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2030,20271,9844,10427,683,765,1209,2076,13612,4002
18,Rafael Uribe Uribe,Cabecera Municipal,2030,403768,196343,207425,32263,33222,28464,67349,237956,71863
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2030,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2030,403768,196343,207425,32263,33222,28464,67349,237956,71863
19,Ciudad Bolivar,Cabecera Municipal,2030,688577,346970,341607,55559,63848,56668,130640,411799,100703
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2030,12146,6080,6066,1343,1427,1209,2901,6507,1660
19,Ciudad Bolivar,Total,2030,700723,353050,347673,56902,65275,57877,133541,418306,102363
20,Sumapaz,Cabecera Municipal,2030,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2030,4407,2190,2217,376,410,422,895,2418,781
20,Sumapaz,Total,2030,4407,2190,2217,376,410,422,895,2418,781
01,Usaquén,Cabecera Municipal,2031,654003,299718,354285,36482,38375,38356,83068,385722,155068
01,Usaquén,Centros Poblados y Rural Disperso,2031,725,310,415,48,97,133,238,296,151
01,Usaquén,Total,2031,654728,300028,354700,36530,38472,38489,83306,386018,155219
02,Chapinero,Cabecera Municipal,2031,196337,94305,102032,14950,13553,9585,25733,120174,38075
02,Chapinero,Centros Poblados y Rural Disperso,2031,1258,654,604,119,88,91,199,760,200
02,Chapinero,Total,2031,197595,94959,102636,15069,13641,9676,25932,120934,38275
03,Santa Fe,Cabecera Municipal,2031,110211,51753,58458,15439,15129,6968,25622,60325,12350
03,Santa Fe,Centros Poblados y Rural Disperso,2031,1255,640,615,159,148,149,322,640,159
03,Santa Fe,Total,2031,111466,52393,59073,15598,15277,7117,25944,60965,12509
04,San Cristóbal,Cabecera Municipal,2031,426253,204527,221726,38424,38214,30387,75331,244799,74429
04,San Cristóbal,Centros Poblados y Rural Disperso,2031,82,31,51,9,5,2,7,43,23
04,San Cristóbal,Total,2031,426335,204558,221777,38433,38219,30389,75338,244842,74452
05,Usme,Cabecera Municipal,2031,458834,228893,229941,50502,45976,35224,89700,260313,66819
05,Usme,Centros Poblados y Rural Disperso,2031,11635,6047,5588,1176,1102,1154,2429,6458,1745
05,Usme,Total,2031,470469,234940,235529,51678,47078,36378,92129,266771,68564
06,Tunjuelito,Cabecera Municipal,2031,191846,96105,95741,22161,18622,12414,34670,107114,31535
06,Tunjuelito,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2031,191846,96105,95741,22161,18622,12414,34670,107114,31535
07,Bosa,Cabecera Municipal,2031,759834,366783,393051,47005,54750,59613,122682,477652,120814
07,Bosa,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2031,759834,366783,393051,47005,54750,59613,122682,477652,120814
08,Kennedy,Cabecera Municipal,2031,1068146,522821,545325,31913,48673,77097,131698,695882,214581
08,Kennedy,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2031,1068146,522821,545325,31913,48673,77097,131698,695882,214581
09,Fontibón,Cabecera Municipal,2031,431748,199315,232433,26828,25124,25353,54937,264378,90065
09,Fontibón,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2031,431748,199315,232433,26828,25124,25353,54937,264378,90065
10,Engativá,Cabecera Municipal,2031,842154,401277,440877,27985,36299,52084,93398,534034,191752
10,Engativá,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2031,842154,401277,440877,27985,36299,52084,93398,534034,191752
11,Suba,Cabecera Municipal,2031,1429973,676965,753008,74612,59148,94802,162488,889245,312166
11,Suba,Centros Poblados y Rural Disperso,2031,4885,2530,2355,425,423,440,923,2848,749
11,Suba,Total,2031,1434858,679495,755363,75037,59571,95242,163411,892093,312915
12,Barrios Unidos,Cabecera Municipal,2031,171852,87982,83870,14784,12184,8302,22879,102477,34105
12,Barrios Unidos,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2031,171852,87982,83870,14784,12184,8302,22879,102477,34105
13,Teusaquillo,Cabecera Municipal,2031,160425,61429,98996,12558,13905,6453,23818,94009,33500
13,Teusaquillo,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2031,160425,61429,98996,12558,13905,6453,23818,94009,33500
14,Los Mártires,Cabecera Municipal,2031,83429,31271,52158,7013,11355,5014,18056,49404,10643
14,Los Mártires,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2031,83429,31271,52158,7013,11355,5014,18056,49404,10643
15,Antonio Nariño,Cabecera Municipal,2031,92051,41193,50858,15443,9586,4782,16620,47785,14455
15,Antonio Nariño,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2031,92051,41193,50858,15443,9586,4782,16620,47785,14455
16,Puente Aranda,Cabecera Municipal,2031,263765,132318,131447,16008,15930,14579,33283,157819,59429
16,Puente Aranda,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2031,263765,132318,131447,16008,15930,14579,33283,157819,59429
17,La Candelaria,Cabecera Municipal,2031,20537,9913,10624,671,757,1225,2082,13780,4104
17,La Candelaria,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2031,20537,9913,10624,671,757,1225,2082,13780,4104
18,Rafael Uribe Uribe,Cabecera Municipal,2031,405701,197008,208693,31529,33556,28780,67912,238386,73450
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2031,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2031,405701,197008,208693,31529,33556,28780,67912,238386,73450
19,Ciudad Bolivar,Cabecera Municipal,2031,695056,350547,344509,53616,63482,57873,131192,415758,104327
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2031,12252,6137,6115,1333,1418,1222,2904,6565,1714
19,Ciudad Bolivar,Total,2031,707308,356684,350624,54949,64900,59095,134096,422323,106041
20,Sumapaz,Cabecera Municipal,2031,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2031,4469,2219,2250,375,410,419,891,2457,808
20,Sumapaz,Total,2031,4469,2219,2250,375,410,419,891,2457,808
01,Usaquén,Cabecera Municipal,2032,662574,303673,358901,36215,38870,38682,83886,389258,159549
01,Usaquén,Centros Poblados y Rural Disperso,2032,733,312,421,47,97,134,239,297,158
01,Usaquén,Total,2032,663307,303985,359322,36262,38967,38816,84125,389555,159707
02,Chapinero,Cabecera Municipal,2032,197806,95017,102789,15035,14182,10060,26844,119927,38602
02,Chapinero,Centros Poblados y Rural Disperso,2032,1270,654,616,118,88,92,199,768,204
02,Chapinero,Total,2032,199076,95671,103405,15153,14270,10152,27043,120695,38806
03,Santa Fe,Cabecera Municipal,2032,111185,51934,59251,15896,16590,7569,27787,59354,11776
03,Santa Fe,Centros Poblados y Rural Disperso,2032,1269,649,620,159,149,148,322,649,164
03,Santa Fe,Total,2032,112454,52583,59871,16055,16739,7717,28109,60003,11940
04,San Cristóbal,Cabecera Municipal,2032,429593,206148,223445,37513,39214,31031,76782,245830,76005
04,San Cristóbal,Centros Poblados y Rural Disperso,2032,83,31,52,9,5,2,7,43,24
04,San Cristóbal,Total,2032,429676,206179,223497,37522,39219,31033,76789,245873,76029
05,Usme,Cabecera Municipal,2032,466837,232971,233866,50428,48162,36214,92813,263284,68749
05,Usme,Centros Poblados y Rural Disperso,2032,11730,6108,5622,1170,1097,1152,2422,6518,1793
05,Usme,Total,2032,478567,239079,239488,51598,49259,37366,95235,269802,70542
06,Tunjuelito,Cabecera Municipal,2032,192407,96391,96016,22092,19538,12850,36007,106378,31549
06,Tunjuelito,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2032,192407,96391,96016,22092,19538,12850,36007,106378,31549
07,Bosa,Cabecera Municipal,2032,762836,368421,394415,45830,53334,58946,120392,479178,125548
07,Bosa,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2032,762836,368421,394415,45830,53334,58946,120392,479178,125548
08,Kennedy,Cabecera Municipal,2032,1072003,525118,546885,30918,44435,74391,124736,699339,222920
08,Kennedy,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2032,1072003,525118,546885,30918,44435,74391,124736,699339,222920
09,Fontibón,Cabecera Municipal,2032,434877,200682,234195,26783,25744,24997,55232,264579,92774
09,Fontibón,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2032,434877,200682,234195,26783,25744,24997,55232,264579,92774
10,Engativá,Cabecera Municipal,2032,844409,402570,441839,27397,34442,50190,89665,535456,196924
10,Engativá,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2032,844409,402570,441839,27397,34442,50190,89665,535456,196924
11,Suba,Cabecera Municipal,2032,1444150,683960,760190,74635,54750,91571,155042,897820,325374
11,Suba,Centros Poblados y Rural Disperso,2032,4942,2557,2385,419,423,443,925,2886,771
11,Suba,Total,2032,1449092,686517,762575,75054,55173,92014,155967,900706,326145
12,Barrios Unidos,Cabecera Municipal,2032,173429,88928,84501,14929,12936,8596,23939,102632,34336
12,Barrios Unidos,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2032,173429,88928,84501,14929,12936,8596,23939,102632,34336
13,Teusaquillo,Cabecera Municipal,2032,160151,61028,99123,12955,15503,6766,25831,92029,32898
13,Teusaquillo,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2032,160151,61028,99123,12955,15503,6766,25831,92029,32898
14,Los Mártires,Cabecera Municipal,2032,84017,31347,52670,7065,12546,5471,19711,48591,10344
14,Los Mártires,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2032,84017,31347,52670,7065,12546,5471,19711,48591,10344
15,Antonio Nariño,Cabecera Municipal,2032,92907,41450,51457,15923,10616,5100,18036,47131,14137
15,Antonio Nariño,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2032,92907,41450,51457,15923,10616,5100,18036,47131,14137
16,Puente Aranda,Cabecera Municipal,2032,264156,132629,131527,15779,16299,14531,33562,157319,60228
16,Puente Aranda,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2032,264156,132629,131527,15779,16299,14531,33562,157319,60228
17,La Candelaria,Cabecera Municipal,2032,20803,9982,10821,659,749,1241,2088,13948,4206
17,La Candelaria,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2032,20803,9982,10821,659,749,1241,2088,13948,4206
18,Rafael Uribe Uribe,Cabecera Municipal,2032,407534,197638,209896,30770,33715,29228,68370,238972,74849
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2032,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2032,407534,197638,209896,30770,33715,29228,68370,238972,74849
19,Ciudad Bolivar,Cabecera Municipal,2032,701362,354016,347346,51687,62821,59277,131533,419777,107800
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2032,12351,6190,6161,1322,1415,1226,2902,6631,1757
19,Ciudad Bolivar,Total,2032,713713,360206,353507,53009,64236,60503,134435,426408,109557
20,Sumapaz,Cabecera Municipal,2032,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2032,4528,2244,2284,375,404,425,891,2485,839
20,Sumapaz,Total,2032,4528,2244,2284,375,404,425,891,2485,839
01,Usaquén,Cabecera Municipal,2033,670931,307547,363384,35895,39170,39046,84497,392753,164067
