ANO;CODIGO_LOCALIDAD;NOMBRE_LOCALIDAD;SEXO;EDAD;CURSODEVIDA;GRUPOEDAD;POBLACION
2016;15;Antonio Nariño;Hombres;41;Adultez;29 a 59;450
2016;15;Antonio Nariño;Hombres;42;Adultez;29 a 59;479
2016;15;Antonio Nariño;Hombres;43;Adultez;29 a 59;445
2016;15;Antonio Nariño;Hombres;44;Adultez;29 a 59;470
2016;15;Antonio Nariño;Hombres;45;Adultez;29 a 59;458
2016;15;Antonio Nariño;Hombres;46;Adultez;29 a 59;481
2016;15;Antonio Nariño;Hombres;47;Adultez;29 a 59;457
2016;15;Antonio Nariño;Hombres;48;Adultez;29 a 59;475
2016;15;Antonio Nariño;Hombres;49;Adultez;29 a 59;488
2016;15;Antonio Nariño;Hombres;50;Adultez;29 a 59;471
2016;15;Antonio Nariño;Hombres;51;Adultez;29 a 59;492
2016;15;Antonio Nariño;Hombres;52;Adultez;29 a 59;478
2016;15;Antonio Nariño;Hombres;53;Adultez;29 a 59;474
2016;15;Antonio Nariño;Hombres;54;Adultez;29 a 59;498
2016;15;Antonio Nariño;Hombres;55;Adultez;29 a 59;457
2016;15;Antonio Nariño;Hombres;56;Adultez;29 a 59;434
2016;15;Antonio Nariño;Hombres;57;Adultez;29 a 59;419
2016;15;Antonio Nariño;Hombres;58;Adultez;29 a 59;416
2016;15;Antonio Nariño;Hombres;59;Adultez;29 a 59;380
2016;16;Puente Aranda;Hombres;29;Adultez;29 a 59;2200
2016;16;Puente Aranda;Hombres;30;Adultez;29 a 59;2123
2016;16;Puente Aranda;Hombres;31;Adultez;29 a 59;2133
2016;16;Puente Aranda;Hombres;32;Adultez;29 a 59;2098
2016;16;Puente Aranda;Hombres;33;Adultez;29 a 59;2046
2016;16;Puente Aranda;Hombres;34;Adultez;29 a 59;1932
2016;16;Puente Aranda;Hombres;35;Adultez;29 a 59;1956
2016;16;Puente Aranda;Hombres;36;Adultez;29 a 59;1894
2016;16;Puente Aranda;Hombres;37;Adultez;29 a 59;1816
2016;16;Puente Aranda;Hombres;38;Adultez;29 a 59;1709
2016;16;Puente Aranda;Hombres;39;Adultez;29 a 59;1671
2016;16;Puente Aranda;Hombres;40;Adultez;29 a 59;1610
2016;16;Puente Aranda;Hombres;41;Adultez;29 a 59;1560
2016;16;Puente Aranda;Hombres;42;Adultez;29 a 59;1493
2016;16;Puente Aranda;Hombres;43;Adultez;29 a 59;1511
2016;16;Puente Aranda;Hombres;44;Adultez;29 a 59;1445
2016;16;Puente Aranda;Hombres;45;Adultez;29 a 59;1460
2016;16;Puente Aranda;Hombres;46;Adultez;29 a 59;1457
2016;16;Puente Aranda;Hombres;47;Adultez;29 a 59;1473
2016;16;Puente Aranda;Hombres;48;Adultez;29 a 59;1492
2016;16;Puente Aranda;Hombres;49;Adultez;29 a 59;1489
2016;16;Puente Aranda;Hombres;50;Adultez;29 a 59;1491
2016;16;Puente Aranda;Hombres;51;Adultez;29 a 59;1488
2016;16;Puente Aranda;Hombres;52;Adultez;29 a 59;1481
2016;16;Puente Aranda;Hombres;53;Adultez;29 a 59;1451
2016;16;Puente Aranda;Hombres;54;Adultez;29 a 59;1409
2016;16;Puente Aranda;Hombres;55;Adultez;29 a 59;1379
2016;16;Puente Aranda;Hombres;56;Adultez;29 a 59;1360
2016;16;Puente Aranda;Hombres;57;Adultez;29 a 59;1296
2016;16;Puente Aranda;Hombres;58;Adultez;29 a 59;1245
2016;16;Puente Aranda;Hombres;59;Adultez;29 a 59;1148
2016;17;La Candelaria;Hombres;29;Adultez;29 a 59;153
2016;17;La Candelaria;Hombres;30;Adultez;29 a 59;153
2016;17;La Candelaria;Hombres;31;Adultez;29 a 59;142
2016;17;La Candelaria;Hombres;32;Adultez;29 a 59;147
2016;17;La Candelaria;Hombres;33;Adultez;29 a 59;148
2016;17;La Candelaria;Hombres;34;Adultez;29 a 59;130
2016;17;La Candelaria;Hombres;35;Adultez;29 a 59;128
2016;17;La Candelaria;Hombres;36;Adultez;29 a 59;120
2016;17;La Candelaria;Hombres;37;Adultez;29 a 59;112
2016;17;La Candelaria;Hombres;38;Adultez;29 a 59;143
2016;17;La Candelaria;Hombres;39;Adultez;29 a 59;118
2016;17;La Candelaria;Hombres;40;Adultez;29 a 59;109
2016;17;La Candelaria;Hombres;41;Adultez;29 a 59;112
2016;17;La Candelaria;Hombres;42;Adultez;29 a 59;106
2016;17;La Candelaria;Hombres;43;Adultez;29 a 59;94
2016;17;La Candelaria;Hombres;44;Adultez;29 a 59;108
2016;17;La Candelaria;Hombres;45;Adultez;29 a 59;107
2016;17;La Candelaria;Hombres;46;Adultez;29 a 59;80
2016;17;La Candelaria;Hombres;47;Adultez;29 a 59;96
2016;17;La Candelaria;Hombres;48;Adultez;29 a 59;88
2016;17;La Candelaria;Hombres;49;Adultez;29 a 59;104
2016;17;La Candelaria;Hombres;50;Adultez;29 a 59;118
2016;17;La Candelaria;Hombres;51;Adultez;29 a 59;105
2016;17;La Candelaria;Hombres;52;Adultez;29 a 59;100
2016;17;La Candelaria;Hombres;53;Adultez;29 a 59;92
2016;17;La Candelaria;Hombres;54;Adultez;29 a 59;93
2016;17;La Candelaria;Hombres;55;Adultez;29 a 59;93
2016;17;La Candelaria;Hombres;56;Adultez;29 a 59;95
2016;17;La Candelaria;Hombres;57;Adultez;29 a 59;91
2016;17;La Candelaria;Hombres;58;Adultez;29 a 59;95
2016;17;La Candelaria;Hombres;59;Adultez;29 a 59;89
2016;18;Rafael Uribe Uribe;Hombres;29;Adultez;29 a 59;3183
2016;18;Rafael Uribe Uribe;Hombres;30;Adultez;29 a 59;3090
2016;18;Rafael Uribe Uribe;Hombres;31;Adultez;29 a 59;3059
2016;18;Rafael Uribe Uribe;Hombres;32;Adultez;29 a 59;3022
2016;18;Rafael Uribe Uribe;Hombres;33;Adultez;29 a 59;2933
2016;18;Rafael Uribe Uribe;Hombres;34;Adultez;29 a 59;2895
2016;18;Rafael Uribe Uribe;Hombres;35;Adultez;29 a 59;2861
2016;18;Rafael Uribe Uribe;Hombres;36;Adultez;29 a 59;2754
2016;18;Rafael Uribe Uribe;Hombres;37;Adultez;29 a 59;2639
2016;18;Rafael Uribe Uribe;Hombres;38;Adultez;29 a 59;2551
2016;18;Rafael Uribe Uribe;Hombres;39;Adultez;29 a 59;2437
2016;18;Rafael Uribe Uribe;Hombres;40;Adultez;29 a 59;2360
2016;18;Rafael Uribe Uribe;Hombres;41;Adultez;29 a 59;2271
2016;18;Rafael Uribe Uribe;Hombres;42;Adultez;29 a 59;2206
2016;18;Rafael Uribe Uribe;Hombres;43;Adultez;29 a 59;2177
2016;18;Rafael Uribe Uribe;Hombres;44;Adultez;29 a 59;2114
2016;18;Rafael Uribe Uribe;Hombres;45;Adultez;29 a 59;2130
2016;18;Rafael Uribe Uribe;Hombres;46;Adultez;29 a 59;2047
2016;18;Rafael Uribe Uribe;Hombres;47;Adultez;29 a 59;2091
2016;18;Rafael Uribe Uribe;Hombres;48;Adultez;29 a 59;2044
2016;18;Rafael Uribe Uribe;Hombres;49;Adultez;29 a 59;2077
2016;18;Rafael Uribe Uribe;Hombres;50;Adultez;29 a 59;2047
2016;18;Rafael Uribe Uribe;Hombres;51;Adultez;29 a 59;2017
2016;18;Rafael Uribe Uribe;Hombres;52;Adultez;29 a 59;2021
2016;18;Rafael Uribe Uribe;Hombres;53;Adultez;29 a 59;1960
2016;18;Rafael Uribe Uribe;Hombres;54;Adultez;29 a 59;1892
2016;18;Rafael Uribe Uribe;Hombres;55;Adultez;29 a 59;1872
2016;18;Rafael Uribe Uribe;Hombres;56;Adultez;29 a 59;1769
2016;18;Rafael Uribe Uribe;Hombres;57;Adultez;29 a 59;1700
2016;18;Rafael Uribe Uribe;Hombres;58;Adultez;29 a 59;1586
2016;18;Rafael Uribe Uribe;Hombres;59;Adultez;29 a 59;1514
2016;19;Ciudad Bolívar;Hombres;29;Adultez;29 a 59;5142
2016;19;Ciudad Bolívar;Hombres;30;Adultez;29 a 59;5077
2016;19;Ciudad Bolívar;Hombres;31;Adultez;29 a 59;4997
2016;19;Ciudad Bolívar;Hombres;32;Adultez;29 a 59;4968
2016;19;Ciudad Bolívar;Hombres;33;Adultez;29 a 59;5003
2016;19;Ciudad Bolívar;Hombres;34;Adultez;29 a 59;4805
2016;19;Ciudad Bolívar;Hombres;35;Adultez;29 a 59;4713
2016;19;Ciudad Bolívar;Hombres;36;Adultez;29 a 59;4580
2016;19;Ciudad Bolívar;Hombres;37;Adultez;29 a 59;4349
2016;19;Ciudad Bolívar;Hombres;38;Adultez;29 a 59;4140
2016;19;Ciudad Bolívar;Hombres;39;Adultez;29 a 59;3905
2016;19;Ciudad Bolívar;Hombres;40;Adultez;29 a 59;3778
2016;19;Ciudad Bolívar;Hombres;41;Adultez;29 a 59;3546
2016;19;Ciudad Bolívar;Hombres;42;Adultez;29 a 59;3472
2016;19;Ciudad Bolívar;Hombres;43;Adultez;29 a 59;3349
2016;19;Ciudad Bolívar;Hombres;44;Adultez;29 a 59;3252
2016;19;Ciudad Bolívar;Hombres;45;Adultez;29 a 59;3221
2016;19;Ciudad Bolívar;Hombres;46;Adultez;29 a 59;3231
2016;19;Ciudad Bolívar;Hombres;47;Adultez;29 a 59;3293
2016;19;Ciudad Bolívar;Hombres;48;Adultez;29 a 59;3222
2016;19;Ciudad Bolívar;Hombres;49;Adultez;29 a 59;3196
2016;19;Ciudad Bolívar;Hombres;50;Adultez;29 a 59;3211
2016;19;Ciudad Bolívar;Hombres;51;Adultez;29 a 59;3037
2016;19;Ciudad Bolívar;Hombres;52;Adultez;29 a 59;3016
2016;19;Ciudad Bolívar;Hombres;53;Adultez;29 a 59;2847
2016;19;Ciudad Bolívar;Hombres;54;Adultez;29 a 59;2719
2016;19;Ciudad Bolívar;Hombres;55;Adultez;29 a 59;2577
2016;19;Ciudad Bolívar;Hombres;56;Adultez;29 a 59;2511
2016;19;Ciudad Bolívar;Hombres;57;Adultez;29 a 59;2338
2016;19;Ciudad Bolívar;Hombres;58;Adultez;29 a 59;2167
2016;19;Ciudad Bolívar;Hombres;59;Adultez;29 a 59;2072
2016;20;Sumapaz;Hombres;29;Adultez;29 a 59;22
2016;20;Sumapaz;Hombres;30;Adultez;29 a 59;18
2016;20;Sumapaz;Hombres;31;Adultez;29 a 59;22
2016;20;Sumapaz;Hombres;32;Adultez;29 a 59;15
2016;20;Sumapaz;Hombres;33;Adultez;29 a 59;22
2016;20;Sumapaz;Hombres;34;Adultez;29 a 59;24
2016;20;Sumapaz;Hombres;35;Adultez;29 a 59;32
2016;20;Sumapaz;Hombres;36;Adultez;29 a 59;25
2016;20;Sumapaz;Hombres;37;Adultez;29 a 59;24
2016;20;Sumapaz;Hombres;38;Adultez;29 a 59;20
2016;20;Sumapaz;Hombres;39;Adultez;29 a 59;17
2016;20;Sumapaz;Hombres;40;Adultez;29 a 59;25
2016;20;Sumapaz;Hombres;41;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;42;Adultez;29 a 59;15
2016;20;Sumapaz;Hombres;43;Adultez;29 a 59;17
2016;20;Sumapaz;Hombres;44;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;45;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;46;Adultez;29 a 59;13
2016;20;Sumapaz;Hombres;47;Adultez;29 a 59;21
2016;20;Sumapaz;Hombres;48;Adultez;29 a 59;23
2016;20;Sumapaz;Hombres;49;Adultez;29 a 59;25
2016;20;Sumapaz;Hombres;50;Adultez;29 a 59;22
2016;20;Sumapaz;Hombres;51;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;52;Adultez;29 a 59;20
2016;20;Sumapaz;Hombres;53;Adultez;29 a 59;19
2016;20;Sumapaz;Hombres;54;Adultez;29 a 59;15
2016;20;Sumapaz;Hombres;55;Adultez;29 a 59;15
2016;20;Sumapaz;Hombres;56;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;57;Adultez;29 a 59;16
2016;20;Sumapaz;Hombres;58;Adultez;29 a 59;14
2016;20;Sumapaz;Hombres;59;Adultez;29 a 59;12
2016;0;Bogotá;Hombres;60;Vejez;60 o más;28591
2016;0;Bogotá;Hombres;61;Vejez;60 o más;26933
2016;0;Bogotá;Hombres;62;Vejez;60 o más;25371
2016;0;Bogotá;Hombres;63;Vejez;60 o más;23816
2016;0;Bogotá;Hombres;64;Vejez;60 o más;22313
2016;0;Bogotá;Hombres;65;Vejez;60 o más;20827
2016;0;Bogotá;Hombres;66;Vejez;60 o más;19479
2016;0;Bogotá;Hombres;67;Vejez;60 o más;18196
2016;0;Bogotá;Hombres;68;Vejez;60 o más;16905
2016;0;Bogotá;Hombres;69;Vejez;60 o más;15677
2016;0;Bogotá;Hombres;70;Vejez;60 o más;14500
2016;0;Bogotá;Hombres;71;Vejez;60 o más;13395
2016;0;Bogotá;Hombres;72;Vejez;60 o más;12313
2016;0;Bogotá;Hombres;73;Vejez;60 o más;11248
2016;0;Bogotá;Hombres;74;Vejez;60 o más;10277
2016;0;Bogotá;Hombres;75;Vejez;60 o más;9335
2016;0;Bogotá;Hombres;76;Vejez;60 o más;8477
2016;0;Bogotá;Hombres;77;Vejez;60 o más;7662
2016;0;Bogotá;Hombres;78;Vejez;60 o más;6942
2016;0;Bogotá;Hombres;79;Vejez;60 o más;6253
2016;0;Bogotá;Hombres;80;Vejez;60 o más;5593
2016;0;Bogotá;Hombres;81;Vejez;60 o más;5073
2016;0;Bogotá;Hombres;82;Vejez;60 o más;4544
2016;0;Bogotá;Hombres;83;Vejez;60 o más;4057
2016;0;Bogotá;Hombres;84;Vejez;60 o más;3607
2016;0;Bogotá;Hombres;85;Vejez;60 o más;3190
2016;0;Bogotá;Hombres;86;Vejez;60 o más;2817
2016;0;Bogotá;Hombres;87;Vejez;60 o más;2469
2016;0;Bogotá;Hombres;88;Vejez;60 o más;2146
2016;0;Bogotá;Hombres;89;Vejez;60 o más;1856
2016;0;Bogotá;Hombres;90;Vejez;60 o más;1585
2016;0;Bogotá;Hombres;91;Vejez;60 o más;1338
2016;0;Bogotá;Hombres;92;Vejez;60 o más;1112
2016;0;Bogotá;Hombres;93;Vejez;60 o más;904
2016;0;Bogotá;Hombres;94;Vejez;60 o más;708
2016;0;Bogotá;Hombres;95;Vejez;60 o más;612
2016;0;Bogotá;Hombres;96;Vejez;60 o más;509
2016;0;Bogotá;Hombres;97;Vejez;60 o más;476
2016;0;Bogotá;Hombres;98;Vejez;60 o más;352
2016;0;Bogotá;Hombres;99;Vejez;60 o más;299
2016;0;Bogotá;Hombres;100;Vejez;60 o más;837
2016;1;Usaquén;Hombres;60;Vejez;60 o más;2353
2016;1;Usaquén;Hombres;61;Vejez;60 o más;2196
2016;1;Usaquén;Hombres;62;Vejez;60 o más;2135
2016;1;Usaquén;Hombres;63;Vejez;60 o más;2013
2016;1;Usaquén;Hombres;64;Vejez;60 o más;1989
2016;1;Usaquén;Hombres;65;Vejez;60 o más;1832
2016;1;Usaquén;Hombres;66;Vejez;60 o más;1778
2016;1;Usaquén;Hombres;67;Vejez;60 o más;1661
2016;1;Usaquén;Hombres;68;Vejez;60 o más;1580
2016;1;Usaquén;Hombres;69;Vejez;60 o más;1494
2016;1;Usaquén;Hombres;70;Vejez;60 o más;1373
2016;1;Usaquén;Hombres;71;Vejez;60 o más;1317
2016;1;Usaquén;Hombres;72;Vejez;60 o más;1221
2016;1;Usaquén;Hombres;73;Vejez;60 o más;1115
2016;1;Usaquén;Hombres;74;Vejez;60 o más;1038
2016;1;Usaquén;Hombres;75;Vejez;60 o más;951
2016;1;Usaquén;Hombres;76;Vejez;60 o más;870
2016;1;Usaquén;Hombres;77;Vejez;60 o más;786
2016;1;Usaquén;Hombres;78;Vejez;60 o más;714
2016;1;Usaquén;Hombres;79;Vejez;60 o más;646
2016;1;Usaquén;Hombres;80;Vejez;60 o más;582
2016;1;Usaquén;Hombres;81;Vejez;60 o más;542
2016;1;Usaquén;Hombres;82;Vejez;60 o más;466
2016;1;Usaquén;Hombres;83;Vejez;60 o más;436
2016;1;Usaquén;Hombres;84;Vejez;60 o más;395
2016;1;Usaquén;Hombres;85;Vejez;60 o más;345
2016;1;Usaquén;Hombres;86;Vejez;60 o más;320
2016;1;Usaquén;Hombres;87;Vejez;60 o más;278
2016;1;Usaquén;Hombres;88;Vejez;60 o más;247
2016;1;Usaquén;Hombres;89;Vejez;60 o más;204
2016;1;Usaquén;Hombres;90;Vejez;60 o más;192
2016;1;Usaquén;Hombres;91;Vejez;60 o más;145
2016;1;Usaquén;Hombres;92;Vejez;60 o más;135
2016;1;Usaquén;Hombres;93;Vejez;60 o más;116
2016;1;Usaquén;Hombres;94;Vejez;60 o más;85
2016;1;Usaquén;Hombres;95;Vejez;60 o más;87
2016;1;Usaquén;Hombres;96;Vejez;60 o más;67
2016;1;Usaquén;Hombres;97;Vejez;60 o más;62
2016;1;Usaquén;Hombres;98;Vejez;60 o más;53
2016;1;Usaquén;Hombres;99;Vejez;60 o más;42
2016;1;Usaquén;Hombres;100;Vejez;60 o más;111
2016;2;Chapinero;Hombres;60;Vejez;60 o más;691
2016;2;Chapinero;Hombres;61;Vejez;60 o más;668
2016;2;Chapinero;Hombres;62;Vejez;60 o más;637
2016;2;Chapinero;Hombres;63;Vejez;60 o más;594
2016;2;Chapinero;Hombres;64;Vejez;60 o más;599
2016;2;Chapinero;Hombres;65;Vejez;60 o más;531
2016;2;Chapinero;Hombres;66;Vejez;60 o más;520
2016;2;Chapinero;Hombres;67;Vejez;60 o más;468
2016;2;Chapinero;Hombres;68;Vejez;60 o más;443
2016;2;Chapinero;Hombres;69;Vejez;60 o más;422
2016;2;Chapinero;Hombres;70;Vejez;60 o más;400
2016;2;Chapinero;Hombres;71;Vejez;60 o más;371
2016;2;Chapinero;Hombres;72;Vejez;60 o más;341
2016;2;Chapinero;Hombres;73;Vejez;60 o más;318
2016;2;Chapinero;Hombres;74;Vejez;60 o más;310
2016;2;Chapinero;Hombres;75;Vejez;60 o más;267
2016;2;Chapinero;Hombres;76;Vejez;60 o más;244
2016;2;Chapinero;Hombres;77;Vejez;60 o más;231
2016;2;Chapinero;Hombres;78;Vejez;60 o más;211
2016;2;Chapinero;Hombres;79;Vejez;60 o más;184
2016;2;Chapinero;Hombres;80;Vejez;60 o más;159
2016;2;Chapinero;Hombres;81;Vejez;60 o más;159
2016;2;Chapinero;Hombres;82;Vejez;60 o más;137
2016;2;Chapinero;Hombres;83;Vejez;60 o más;128
2016;2;Chapinero;Hombres;84;Vejez;60 o más;113
2016;2;Chapinero;Hombres;85;Vejez;60 o más;113
2016;2;Chapinero;Hombres;86;Vejez;60 o más;94
2016;2;Chapinero;Hombres;87;Vejez;60 o más;87
2016;2;Chapinero;Hombres;88;Vejez;60 o más;74
2016;2;Chapinero;Hombres;89;Vejez;60 o más;71
2016;2;Chapinero;Hombres;90;Vejez;60 o más;65
2016;2;Chapinero;Hombres;91;Vejez;60 o más;58
2016;2;Chapinero;Hombres;92;Vejez;60 o más;46
2016;2;Chapinero;Hombres;93;Vejez;60 o más;42
2016;2;Chapinero;Hombres;94;Vejez;60 o más;34
2016;2;Chapinero;Hombres;95;Vejez;60 o más;31
2016;2;Chapinero;Hombres;96;Vejez;60 o más;23
2016;2;Chapinero;Hombres;97;Vejez;60 o más;27
2016;2;Chapinero;Hombres;98;Vejez;60 o más;20
2016;2;Chapinero;Hombres;99;Vejez;60 o más;19
2016;2;Chapinero;Hombres;100;Vejez;60 o más;57
2016;3;Santa Fe;Hombres;60;Vejez;60 o más;420
2016;3;Santa Fe;Hombres;61;Vejez;60 o más;397
2016;3;Santa Fe;Hombres;62;Vejez;60 o más;387
2016;3;Santa Fe;Hombres;63;Vejez;60 o más;362
2016;3;Santa Fe;Hombres;64;Vejez;60 o más;367
2016;3;Santa Fe;Hombres;65;Vejez;60 o más;336
2016;3;Santa Fe;Hombres;66;Vejez;60 o más;327
2016;3;Santa Fe;Hombres;67;Vejez;60 o más;300
2016;3;Santa Fe;Hombres;68;Vejez;60 o más;270
2016;3;Santa Fe;Hombres;69;Vejez;60 o más;267
2016;3;Santa Fe;Hombres;70;Vejez;60 o más;230
2016;3;Santa Fe;Hombres;71;Vejez;60 o más;223
2016;3;Santa Fe;Hombres;72;Vejez;60 o más;198
2016;3;Santa Fe;Hombres;73;Vejez;60 o más;194
2016;3;Santa Fe;Hombres;74;Vejez;60 o más;178
2016;3;Santa Fe;Hombres;75;Vejez;60 o más;166
2016;3;Santa Fe;Hombres;76;Vejez;60 o más;136
2016;3;Santa Fe;Hombres;77;Vejez;60 o más;124
2016;3;Santa Fe;Hombres;78;Vejez;60 o más;117
2016;3;Santa Fe;Hombres;79;Vejez;60 o más;101
2016;3;Santa Fe;Hombres;80;Vejez;60 o más;92
2016;3;Santa Fe;Hombres;81;Vejez;60 o más;79
2016;3;Santa Fe;Hombres;82;Vejez;60 o más;76
2016;3;Santa Fe;Hombres;83;Vejez;60 o más;63
2016;3;Santa Fe;Hombres;84;Vejez;60 o más;56
2016;3;Santa Fe;Hombres;85;Vejez;60 o más;45
2016;3;Santa Fe;Hombres;86;Vejez;60 o más;41
2016;3;Santa Fe;Hombres;87;Vejez;60 o más;34
2016;3;Santa Fe;Hombres;88;Vejez;60 o más;30
2016;3;Santa Fe;Hombres;89;Vejez;60 o más;26
2016;3;Santa Fe;Hombres;90;Vejez;60 o más;21
2016;3;Santa Fe;Hombres;91;Vejez;60 o más;19
2016;3;Santa Fe;Hombres;92;Vejez;60 o más;16
2016;3;Santa Fe;Hombres;93;Vejez;60 o más;12
2016;3;Santa Fe;Hombres;94;Vejez;60 o más;11
2016;3;Santa Fe;Hombres;95;Vejez;60 o más;6
2016;3;Santa Fe;Hombres;96;Vejez;60 o más;6
2016;3;Santa Fe;Hombres;97;Vejez;60 o más;7
2016;3;Santa Fe;Hombres;98;Vejez;60 o más;4
2016;3;Santa Fe;Hombres;99;Vejez;60 o más;6
2016;3;Santa Fe;Hombres;100;Vejez;60 o más;22
2016;4;San Cristóbal;Hombres;60;Vejez;60 o más;1415
2016;4;San Cristóbal;Hombres;61;Vejez;60 o más;1341
2016;4;San Cristóbal;Hombres;62;Vejez;60 o más;1296
2016;4;San Cristóbal;Hombres;63;Vejez;60 o más;1183
2016;4;San Cristóbal;Hombres;64;Vejez;60 o más;1136
2016;4;San Cristóbal;Hombres;65;Vejez;60 o más;1040
2016;4;San Cristóbal;Hombres;66;Vejez;60 o más;974
2016;4;San Cristóbal;Hombres;67;Vejez;60 o más;907
2016;4;San Cristóbal;Hombres;68;Vejez;60 o más;846
2016;4;San Cristóbal;Hombres;69;Vejez;60 o más;756
2016;4;San Cristóbal;Hombres;70;Vejez;60 o más;720
2016;4;San Cristóbal;Hombres;71;Vejez;60 o más;666
2016;4;San Cristóbal;Hombres;72;Vejez;60 o más;656
2016;4;San Cristóbal;Hombres;73;Vejez;60 o más;545
2016;4;San Cristóbal;Hombres;74;Vejez;60 o más;535
2016;4;San Cristóbal;Hombres;75;Vejez;60 o más;459
2016;4;San Cristóbal;Hombres;76;Vejez;60 o más;432
2016;4;San Cristóbal;Hombres;77;Vejez;60 o más;386
2016;4;San Cristóbal;Hombres;78;Vejez;60 o más;347
2016;4;San Cristóbal;Hombres;79;Vejez;60 o más;324
2016;4;San Cristóbal;Hombres;80;Vejez;60 o más;277
2016;4;San Cristóbal;Hombres;81;Vejez;60 o más;242
2016;4;San Cristóbal;Hombres;82;Vejez;60 o más;220
2016;4;San Cristóbal;Hombres;83;Vejez;60 o más;193
2016;4;San Cristóbal;Hombres;84;Vejez;60 o más;179
2016;4;San Cristóbal;Hombres;85;Vejez;60 o más;136
2016;4;San Cristóbal;Hombres;86;Vejez;60 o más;134
2016;4;San Cristóbal;Hombres;87;Vejez;60 o más;114
2016;4;San Cristóbal;Hombres;88;Vejez;60 o más;95
2016;4;San Cristóbal;Hombres;89;Vejez;60 o más;77
2016;4;San Cristóbal;Hombres;90;Vejez;60 o más;71
2016;4;San Cristóbal;Hombres;91;Vejez;60 o más;56
2016;4;San Cristóbal;Hombres;92;Vejez;60 o más;41
2016;4;San Cristóbal;Hombres;93;Vejez;60 o más;39
2016;4;San Cristóbal;Hombres;94;Vejez;60 o más;33
2016;4;San Cristóbal;Hombres;95;Vejez;60 o más;25
2016;4;San Cristóbal;Hombres;96;Vejez;60 o más;23
2016;4;San Cristóbal;Hombres;97;Vejez;60 o más;19
2016;4;San Cristóbal;Hombres;98;Vejez;60 o más;11
2016;4;San Cristóbal;Hombres;99;Vejez;60 o más;10
2016;4;San Cristóbal;Hombres;100;Vejez;60 o más;28
2016;5;Usme;Hombres;60;Vejez;60 o más;1197
2016;5;Usme;Hombres;61;Vejez;60 o más;1115
2016;5;Usme;Hombres;62;Vejez;60 o más;1057
2016;5;Usme;Hombres;63;Vejez;60 o más;1040
2016;5;Usme;Hombres;64;Vejez;60 o más;958
2016;5;Usme;Hombres;65;Vejez;60 o más;887
2016;5;Usme;Hombres;66;Vejez;60 o más;838
2016;5;Usme;Hombres;67;Vejez;60 o más;726
2016;5;Usme;Hombres;68;Vejez;60 o más;708
2016;5;Usme;Hombres;69;Vejez;60 o más;594
2016;5;Usme;Hombres;70;Vejez;60 o más;600
2016;5;Usme;Hombres;71;Vejez;60 o más;514
2016;5;Usme;Hombres;72;Vejez;60 o más;465
2016;5;Usme;Hombres;73;Vejez;60 o más;405
2016;5;Usme;Hombres;74;Vejez;60 o más;377
2016;5;Usme;Hombres;75;Vejez;60 o más;346
2016;5;Usme;Hombres;76;Vejez;60 o más;301
2016;5;Usme;Hombres;77;Vejez;60 o más;266
2016;5;Usme;Hombres;78;Vejez;60 o más;245
2016;5;Usme;Hombres;79;Vejez;60 o más;205
2016;5;Usme;Hombres;80;Vejez;60 o más;173
2016;5;Usme;Hombres;81;Vejez;60 o más;155
2016;5;Usme;Hombres;82;Vejez;60 o más;129
2016;5;Usme;Hombres;83;Vejez;60 o más;116
2016;5;Usme;Hombres;84;Vejez;60 o más;94
2016;5;Usme;Hombres;85;Vejez;60 o más;85
2016;5;Usme;Hombres;86;Vejez;60 o más;68
2016;5;Usme;Hombres;87;Vejez;60 o más;58
2016;5;Usme;Hombres;88;Vejez;60 o más;56
2016;5;Usme;Hombres;89;Vejez;60 o más;36
2016;5;Usme;Hombres;90;Vejez;60 o más;35
2016;5;Usme;Hombres;91;Vejez;60 o más;30
2016;5;Usme;Hombres;92;Vejez;60 o más;23
2016;5;Usme;Hombres;93;Vejez;60 o más;17
2016;5;Usme;Hombres;94;Vejez;60 o más;16
2016;5;Usme;Hombres;95;Vejez;60 o más;11
2016;5;Usme;Hombres;96;Vejez;60 o más;6
2016;5;Usme;Hombres;97;Vejez;60 o más;8
2016;5;Usme;Hombres;98;Vejez;60 o más;6
2016;5;Usme;Hombres;99;Vejez;60 o más;4
2016;5;Usme;Hombres;100;Vejez;60 o más;11
2016;6;Tunjuelito;Hombres;60;Vejez;60 o más;687
2016;6;Tunjuelito;Hombres;61;Vejez;60 o más;634
2016;6;Tunjuelito;Hombres;62;Vejez;60 o más;593
2016;6;Tunjuelito;Hombres;63;Vejez;60 o más;571
2016;6;Tunjuelito;Hombres;64;Vejez;60 o más;537
2016;6;Tunjuelito;Hombres;65;Vejez;60 o más;500
2016;6;Tunjuelito;Hombres;66;Vejez;60 o más;462
2016;6;Tunjuelito;Hombres;67;Vejez;60 o más;442
2016;6;Tunjuelito;Hombres;68;Vejez;60 o más;405
2016;6;Tunjuelito;Hombres;69;Vejez;60 o más;381
2016;6;Tunjuelito;Hombres;70;Vejez;60 o más;360
2016;6;Tunjuelito;Hombres;71;Vejez;60 o más;337
